3090048,174614,4425214,182986,147969,4191060,181880,219154,358343,920226,f__Bradyrhizobiaceae,2686384,3506872,3327894,4344861,4304475,s__cloacae,2862781,204099,4029584,564806,4387250,511795,4384203,3325984,4330715,182854,724120,3426658,2875735,4393172,370099,g__Ralstonia,1663575,199430,557978,4361727,g__Peptococcus,4374638,194626,193448,2281172,179279,205904,4477696,190675,189708,183573,187883,299837,178763,2358923,566976,3320406,352529,183603,187841,344430,294270,188990,190183,3474081,191399,o__Sphingomonadales,851715,3443092,336710,4353251,4232047,366352,303326,188329,1076557,581079,185936,191923,g__Delftia,4404220,4391230,1733364,294219,177732,312070,513500,185240,4439469,331253,4201971,294922,187651,523768,2134452,191483,192048,175789,202162,192263,1952,176833,3338600,o__Rickettsiales,1105919,185753,g__Adlercreutzia,label
0,0,0.007192123,0,0,0,0,0,0,0.007192123,0,0,0,0.007192123,0,0.007192123,0.007192123,0,0,0,0,0.014384246,0.007192123,0,0.007192123,0,0.129458217,0,0.143842464,0.057536985,0.028768493,0,0,0,0.201379449,0,0.043152739,0,0,0,0,0,0,0.014384246,0,0,0,0,0.007192123,0.028768493,0,0,0.589754101,0,0,0,0.237340065,0.014384246,0,0,0,0,0,0,0,0.007192123,0.050344862,0,0,0,0,0.007192123,0,0,0.007192123,0.007192123,0,0,0,0,0,0,0,4.207392064,0,0,0,0.064729109,0.014384246,0,0,0.215763696,0.143842464,0.028768493,0.014384246,0,0,0,0,0,0,0,0,0,A
0,0,0,0,0,0,0,0,0,0,0,0,0,0.060922365,0,0.020307455,0.04061491,0,0,0,0,0,0,0,0,0,0.060922365,0,0.060922365,0.060922365,0,0,0,0,0.060922365,0,0,0,0,0,0,0.121844729,0,0,0,0,0,0,0.020307455,0,0.101537274,0,0.223382004,0,0,0,0.284304368,0,0,0,0,0,0.04061491,0,0,0,0,0,0,0,0,0,0,0.04061491,0.121844729,0,0,0,0,0.081229819,0.020307455,0,0,1.055987653,0,0,0.020307455,0.385841642,0.101537274,0,0,2.111975306,0,0,0.182767094,0,0,0,0,0,0.020307455,0,0,0,H
0,0,0,0,0.058461299,0,0,0,0,0,0,0.058461299,0,0.077948398,0,0,0,0,0,0,0.175383896,0,0.0194871,0,0,0,0.214358095,0,0.331280692,0.155896796,0,0,0.0194871,0.077948398,0,0,0.0194871,0,0,0,0,0.175383896,0,0.0194871,0,0,0,0,0,0,0,0,10.26970146,0,0.0194871,0,0.467690389,0,0,0,0,0,0,0,0,0,0.038974199,0,0,0,0,0,0,0,0,0,0,0,0.0194871,0.097435498,0,0,0,1.812300257,0,0.038974199,0,0,0,0,0,6.157923455,0.214358095,0,0,0,0,0.0194871,0,0,0.0194871,0.0194871,0,0,H
0.042240433,0,0.042240433,0,0,0,0,0,0.042240433,0.021120216,0,0.042240433,0,0.063360649,0,0.021120216,0,0,0,0,0.042240433,0,0,0,0,0,0,0,0.042240433,0,0,0,0,0,0,0,0,0,0,0,0,2.534425953,0,0,0,0,0,0,0.021120216,0,0,0,4.033961308,0.021120216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063360649,0.147841514,0,0,0,0,0.147841514,0,0,0,6.56838726,0,0.021120216,0.021120216,0.253442595,0.359043677,0,0,0.126721298,0,0.021120216,1.07713103,0,0.021120216,0,0,0,0,0,0,0,H
0,0,0,0,0,0,0,0,0.018869705,0,0,0,0.245306161,0,0.056609114,0.396263798,0,0.094348523,0,0,0.056609114,0.226436456,0.018869705,0.075478819,0,0,0.415133503,0,4.981602038,0.339654684,0.415133503,0,0,0.075478819,0,0,0.28304557,0,0.018869705,0.113218228,0,0.018869705,0,0.32078498,0.037739409,0,0,0,0,0,0.094348523,0.018869705,4.396641193,0.094348523,0,0.264175866,1.264270214,0,0,0,0,0.075478819,0,0,0,0,0.509482027,0.226436456,0,0,0,0,0.018869705,0.037739409,0,0,0,0,0.169827342,0,0,0,0,0.622700255,0,0,0,0,0.075478819,0,0,0.471742617,1.585055194,0,0.377394094,0,0,0.037739409,0,0,0,0,0,0,A
0,0,0,0,0.043181622,0,0,0,0,0,0.064772433,0.043181622,0,0,0,0.021590811,0,0.129544866,0,0,0.021590811,0,0,0,0,0,0,0,0,0,0.021590811,0,0.064772433,0.647724329,0,0.043181622,0,0,0,0,0,0.107954055,0,0,0.043181622,0,0,0,0,0,0,0,84.35529839,0,0,0.021590811,0,0,0,0,0,0,0,0,0,0,0,0.021590811,0.021590811,0,0,0,0,0.021590811,0,0,0,0.151135677,0,0,0,0,0,3.886345971,0.021590811,0,0.021590811,0,0.388634597,0,0,0,0,0,1.619310821,0,0,0,0,0.043181622,0,0.064772433,0,0,H
0,0,0,0,0,0,0,0,0.023694437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023694437,0,0,0,0,0,0,0,0.023694437,0,0,0,0,0,0,0,0,0,0,0,0,0,7.037247654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189555492,0,0,0,0,0,0.402805421,0,0,0.023694437,0.023694437,0,0,0,0,0,0,0,0,0,0,0,0.023694437,0,0,0,0,H
0,0,0.046243844,0,0,0,0,0,0.023121922,0.023121922,0.023121922,0,0,0.023121922,0,0,0.184975375,0,0,0,0,0,0,0,0,0,0,0,0.046243844,0.023121922,0,0,0.092487688,0,0.069365766,0.023121922,0,0,0,0,0.069365766,0,0,0.023121922,0.046243844,0,0,0,0,0,0,0.046243844,0.624291891,0,0,0,0.069365766,0.023121922,0,0.092487688,0,0,0.092487688,0,0,0,0.023121922,0,0,0.023121922,0,0,0,0.023121922,0.046243844,0,0,0.092487688,0,0.023121922,0,0,0,8.925061851,0.046243844,0.046243844,0.092487688,0.184975375,0.323706907,0.023121922,0,0.578048047,0.023121922,0,0.809267266,0,0,0.092487688,0.023121922,0,0,0.092487688,0.023121922,0,H
0.059156429,0,0,0.01971881,0,0,0.059156429,0,0,0,0.01971881,0,0,0.03943762,0,0,0,0,0.03943762,0,0,0.01971881,0,0,0.01971881,0,0.078875239,0,0.335219766,0.03943762,0,0,0.01971881,0.01971881,0.01971881,0.01971881,0.03943762,0,0,0,0.295782147,0.118312859,0.059156429,0,0,0,0,0,0,0,0,0,4.200106482,0,0.157750478,0.01971881,0.295782147,0,0,0.078875239,0,0,0.03943762,29.22327608,0,0,0.03943762,0,0.098594049,0,0,0,0.01971881,0,0.118312859,0,0,0,0,0.059156429,0,0,0,2.780352178,0.216906907,0,0.86762763,0.177469288,0.216906907,0.03943762,0,2.997259085,0.157750478,0,0.571845483,0,0.078875239,0,0.03943762,0,0,0.01971881,0.059156429,0.473251435,H
